submodel,bandai,operator_en,operator_jp,special_formation,special_livery,category_path_json,category_path
,,JR Kyushu,JR九州,,Huis Ten Bosch,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR Kyushu)"", ""JNR 485 (Huis Ten Bosch livery)""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR Kyushu)', 'JNR 485 (Huis Ten Bosch livery)']"
,,JR Kyushu,JR九州,,Kirishima & Hyuga,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR Kyushu)"", ""JNR 485 (Kirishima & Hyuga livery)""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR Kyushu)', 'JNR 485 (Kirishima & Hyuga livery)']"
,,JR Kyushu,JR九州,,Kirishima Express,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR Kyushu)"", ""JNR 485 (Kirishima Express livery)""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR Kyushu)', 'JNR 485 (Kirishima Express livery)']"
,,JR Kyushu,JR九州,,,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR Kyushu)""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR Kyushu)']"
,,JR West,JR西日本,,白鷺,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR West)"", ""JNR 485 in Shirasagi livery""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR West)', 'JNR 485 in Shirasagi livery']"
183,,JR West,JR西日本,,国鉄色,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR West)"", ""JR West 183"", ""JR West 183 in JNR livery""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR West)', 'JR West 183', 'JR West 183 in JNR livery']"
183,,JR West,JR西日本,,JR西日本色,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR West)"", ""JR West 183"", ""JR West 183 in JR West livery""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR West)', 'JR West 183', 'JR West 183 in JR West livery']"
,,JR West,JR西日本,,,"[""JNR 485"", ""JNR 485 by operator"", ""JNR 485 (JR West)""]","['JNR 485', 'JNR 485 by operator', 'JNR 485 (JR West)']"
485-1500,1500,JNR,国鉄,Irodori,,"[""JNR 485"", ""JNR 485-1500"", ""Irodori (train)""]","['JNR 485', 'JNR 485-1500', 'Irodori (train)']"
485-1500,1500,JNR,国鉄,,,"[""JNR 485"", ""JNR 485-1500""]","['JNR 485', 'JNR 485-1500']"
,,JNR,国鉄,,,"[""JNR 485""]",['JNR 485']
DD51,700,,,,,"[""JNR DD51"", ""DD51 756 diesel locomotive at the Kyoto Railway Museum""]","['JNR DD51', 'DD51 756 diesel locomotive at the Kyoto Railway Museum']"
DD51,,,,,Hokutosei,"[""JNR DD51"", ""DD51 in Hokutosei livery""]","['JNR DD51', 'DD51 in Hokutosei livery']"
,0,JNR,国鉄,,,"[""JNR DD51"", ""JNR DD51 1 at the Usui Pass Railway Heritage Park""]","['JNR DD51', 'JNR DD51 1 at the Usui Pass Railway Heritage Park']"
,1000,JNR,国鉄,,,"[""JNR DD51"", ""JNR DD51 1043""]","['JNR DD51', 'JNR DD51 1043']"
,,JNR,国鉄,,,"[""JNR DD51"", ""JNR DD51 1109""]","['JNR DD51', 'JNR DD51 1109']"
,,JNR,国鉄,,,"[""JNR DD51"", ""JNR DD51 1191""]","['JNR DD51', 'JNR DD51 1191']"
,500,JNR,国鉄,,,"[""JNR DD51"", ""JNR DD51 615 at Otaru museum""]","['JNR DD51', 'JNR DD51 615 at Otaru museum']"
DD51,700,JR East,JR東日本,,,"[""JNR DD51"", ""JNR DD51 759""]","['JNR DD51', 'JNR DD51 759']"
DD51,800,JR East,JR東日本,,,"[""JNR DD51"", ""JR East DD51 842""]","['JNR DD51', 'JR East DD51 842']"
DD51,800,JR East,JR東日本,,,"[""JNR DD51"", ""JR East DD51 895""]","['JNR DD51', 'JR East DD51 895']"
DD51,,,,,,"[""JNR DD51""]",['JNR DD51']
EF64 1000,1000,,,,国鉄色,"[""JNR EF64"", ""EF64 1000"", ""EF64 1000 in JNR blue livery""]","['JNR EF64', 'EF64 1000', 'EF64 1000 in JNR blue livery']"
EF64 1000,,JR Freight,JR貨物,,広島色,"[""JNR EF64"", ""EF64 1000"", ""EF64 1000 in JR Freight Hiroshima livery (dark blue and light blue)""]","['JNR EF64', 'EF64 1000', 'EF64 1000 in JR Freight Hiroshima livery (dark blue and light blue)']"
EF64 1000,,JR Freight,JR貨物,,大宮色,"[""JNR EF64"", ""EF64 1000"", ""EF64 1000 in JR Freight Omiya livery (blue and white)""]","['JNR EF64', 'EF64 1000', 'EF64 1000 in JR Freight Omiya livery (blue and white)']"
EF64 1000,,JR East,JR東日本,,,"[""JNR EF64"", ""EF64 1000"", ""EF64 1001""]","['JNR EF64', 'EF64 1000', 'EF64 1001']"
EF64 1000,,,,,,"[""JNR EF64"", ""EF64 1000""]","['JNR EF64', 'EF64 1000']"
EF64,0,JNR,国鉄,,,"[""JNR EF64"", ""EF64"", ""EF64 37 electric locomotive""]","['JNR EF64', 'EF64', 'EF64 37 electric locomotive']"
EF64,18,JNR,国鉄,,国鉄ブルー,"[""JNR EF64"", ""EF64"", ""EF64 in JNR blue livery"", ""EF64 18 electric locomotive""]","['JNR EF64', 'EF64', 'EF64 in JNR blue livery', 'EF64 18 electric locomotive']"
EF64,38,JNR,国鉄,,国鉄ブルー,"[""JNR EF64"", ""EF64"", ""EF64 in JNR blue livery"", ""EF64 38 electric locomotive""]","['JNR EF64', 'EF64', 'EF64 in JNR blue livery', 'EF64 38 electric locomotive']"
EF64,,JNR,国鉄,,国鉄ブルー,"[""JNR EF64"", ""EF64"", ""EF64 in JNR blue livery""]","['JNR EF64', 'EF64', 'EF64 in JNR blue livery']"
EF64,,JR Freight,JR貨物,,白と青,"[""JNR EF64"", ""EF64"", ""EF64 in JR Freight livery (white and blue)""]","['JNR EF64', 'EF64', 'EF64 in JR Freight livery (white and blue)']"
EF64,,JNR,国鉄,,茶色,"[""JNR EF64"", ""EF64"", ""EF64 in brown livery""]","['JNR EF64', 'EF64', 'EF64 in brown livery']"
EF64,,JNR,国鉄,,,"[""JNR EF64"", ""EF64""]","['JNR EF64', 'EF64']"
EF81,300,JNR,国鉄,,,"[""JNR EF81"", ""EF81 300""]","['JNR EF81', 'EF81 300']"
EF81,400,JNR,国鉄,,,"[""JNR EF81"", ""EF81 400""]","['JNR EF81', 'EF81 400']"
EF81,450,JNR,国鉄,,,"[""JNR EF81"", ""EF81 450""]","['JNR EF81', 'EF81 450']"
EF81,500,JNR,国鉄,,,"[""JNR EF81"", ""EF81 500""]","['JNR EF81', 'EF81 500']"
EF81 600,600,Japan National Railways,日本国有鉄道,,,"[""JNR EF81"", ""EF81 600""]","['JNR EF81', 'EF81 600']"
,,Japan National Railways,日本国有鉄道,,Cassiopeia,"[""JNR EF81"", ""EF81"", ""EF81 in Cassiopeia livery""]","['JNR EF81', 'EF81', 'EF81 in Cassiopeia livery']"
,,Japan National Railways,日本国有鉄道,,Hokutosei,"[""JNR EF81"", ""EF81"", ""EF81 in Hokutosei livery""]","['JNR EF81', 'EF81', 'EF81 in Hokutosei livery']"
,,Japan National Railways,日本国有鉄道,,Super Express Rainbow,"[""JNR EF81"", ""EF81"", ""EF81 in Super Express Rainbow livery""]","['JNR EF81', 'EF81', 'EF81 in Super Express Rainbow livery']"
,100,Japan National Railways,日本国有鉄道,,Twilight Express,"[""JNR EF81"", ""EF81"", ""EF81 in Twilight Express livery"", ""EF81-103 at the Kyoto Railway Museum""]","['JNR EF81', 'EF81', 'EF81 in Twilight Express livery', 'EF81-103 at the Kyoto Railway Museum']"
,,,,,Twilight Express,"[""JNR EF81"", ""EF81"", ""EF81 in Twilight Express livery""]","['JNR EF81', 'EF81', 'EF81 in Twilight Express livery']"
,,JR East,JR東日本,,,"[""JNR EF81"", ""EF81"", ""JR East EF81 81""]","['JNR EF81', 'EF81', 'JR East EF81 81']"
,,,,,,"[""JNR EF81"", ""EF81""]","['JNR EF81', 'EF81']"
AT-400,,Aizu Railway,会津鉄道,,,"[""JNR Kiha 40 series"", ""Aizu Railway AT-400""]","['JNR Kiha 40 series', 'Aizu Railway AT-400']"
Kiha 40,,JR Central,JR東海,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Central)"", ""Kiha 40 (JR Central)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Central)', 'Kiha 40 (JR Central)']"
Kiha 47,,JR Central,JR東海,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Central)"", ""Kiha 47 (JR Central)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Central)', 'Kiha 47 (JR Central)']"
Kiha 48,,JR Central,JR東海,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Central)"", ""Kiha 48 (JR Central)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Central)', 'Kiha 48 (JR Central)']"
,,JR Central,JR東海,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Central)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Central)']"
,,JR East,JR東日本,Furusato,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Furusato (train)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Furusato (train)']"
Kiha 40,,JR East,JR東日本,,五能線色,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 40 (JR East)"", ""Kiha 40 (JR East) in Gonō Line livery (cream and blue)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 40 (JR East)', 'Kiha 40 (JR East) in Gonō Line livery (cream and blue)']"
Kiha 40,,JR East,JR東日本,,Karasuyama Line,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 40 (JR East)"", ""Kiha 40 (JR East) in Karasuyama Line livery""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 40 (JR East)', 'Kiha 40 (JR East) in Karasuyama Line livery']"
Kiha 40,,JR East,JR東日本,,Niigata,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 40 (JR East)"", ""Kiha 40 (JR East) in Niigata livery (I)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 40 (JR East)', 'Kiha 40 (JR East) in Niigata livery (I)']"
Kiha 40,,JR East,JR東日本,,Oga Line,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 40 (JR East)"", ""Kiha 40 (JR East) in Oga Line livery (cream and green)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 40 (JR East)', 'Kiha 40 (JR East) in Oga Line livery (cream and green)']"
Kiha 40,,JR East,JR東日本,,orange vermilion,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 40 (JR East)"", ""Kiha 40 (JR East) in orange vermilion livery""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 40 (JR East)', 'Kiha 40 (JR East) in orange vermilion livery']"
Kiha 40,,JR East,JR東日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 40 (JR East)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 40 (JR East)']"
Kiha 47,,JR East,JR東日本,,新潟色,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 47 (JR East)"", ""Kiha 47 (JR East) in Niigata livery (I)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 47 (JR East)', 'Kiha 47 (JR East) in Niigata livery (I)']"
Kiha 47,,JR East,JR東日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 47 (JR East)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 47 (JR East)']"
Kiha 48,,JR East,JR東日本,Akita Cruise Train,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Akita Cruise Train""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Akita Cruise Train']"
Kiha 48,,JR East,JR東日本,Kirakira Michinoku,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Kirakira Michinoku""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Kirakira Michinoku']"
Kiha 48,,JR East,JR東日本,Resort Minori,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Resort Minori""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Resort Minori']"
Kiha 48,,JR East,JR東日本,Cruising Train,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Resort Shirakami Aoike (I)"", ""Cruising Train (Kiha 48)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Resort Shirakami Aoike (I)', 'Cruising Train (Kiha 48)']"
Kiha 48,,JR East,JR東日本,Resort Shirakami Aoike (I),,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Resort Shirakami Aoike (I)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Resort Shirakami Aoike (I)']"
Kiha 48,,JR East,JR東日本,Resort Shirakami Buna (I),,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Resort Shirakami Buna (I)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Resort Shirakami Buna (I)']"
Kiha 48,,JR East,JR東日本,Resort Shirakami Kumagera,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Resort Shirakami Kumagera""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Resort Shirakami Kumagera']"
Kiha 48,,JR East,JR東日本,Resort Umineko,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Resort Umineko""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Resort Umineko']"
Kiha 48,,JR East,JR東日本,Umineko,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""Umineko (train)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'Umineko (train)']"
Kiha 48,,JR East,JR東日本,View Coaster Kazekko,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)"", ""View Coaster Kazekko""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)', 'View Coaster Kazekko']"
Kiha 48,,JR East,JR東日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Kiha 48 (JR East)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Kiha 48 (JR East)']"
Kiha 48,,JR East,JR東日本,Koshino Shu*Kura,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)"", ""Koshino Shu*Kura""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)', 'Koshino Shu*Kura']"
,,JR East,JR東日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR East)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR East)']"
Kiha 40,,JR Hokkaido,JR北海道,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Hokkaido)"", ""Kiha 40 (JR Hokkaido)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Hokkaido)', 'Kiha 40 (JR Hokkaido)']"
Kiha 400,,JR Hokkaido,JR北海道,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Hokkaido)"", ""Kiha 400 (JR Hokkaido)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Hokkaido)', 'Kiha 400 (JR Hokkaido)']"
Kiha 48,,JR Hokkaido,JR北海道,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Hokkaido)"", ""Kiha 48 (JR Hokkaido)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Hokkaido)', 'Kiha 48 (JR Hokkaido)']"
,,JR Hokkaido,JR北海道,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Hokkaido)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Hokkaido)']"
Kiha 140,,JR Kyushu,JR九州,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 140 (JR Kyushu)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 140 (JR Kyushu)']"
Kiha 147,,JR Kyushu,JR九州,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 147 (JR Kyushu)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 147 (JR Kyushu)']"
Kiha 40,,JR Kyushu,JR九州,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 40 (JR Kyushu)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 40 (JR Kyushu)']"
Kiha 47,,JR Kyushu,JR九州,Aru Ressha,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 47 (JR Kyushu)"", ""Aru Ressha""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 47 (JR Kyushu)', 'Aru Ressha']"
Kiha 47,,JR Kyushu,JR九州,Futatsuboshi 4047,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 47 (JR Kyushu)"", ""Futatsuboshi 4047""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 47 (JR Kyushu)', 'Futatsuboshi 4047']"
Kiha 47,,JR Kyushu,JR九州,Kawasemi Yamasemi,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 47 (JR Kyushu)"", ""Kawasemi Yamasemi""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 47 (JR Kyushu)', 'Kawasemi Yamasemi']"
Kiha 47,,JR Kyushu,JR九州,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)"", ""Kiha 47 (JR Kyushu)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)', 'Kiha 47 (JR Kyushu)']"
,,JR Kyushu,JR九州,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Kyushu)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Kyushu)']"
Kiha 40,,JR Shikoku,JR四国,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Shikoku)"", ""JNR Kiha 40 (JR Shikoku)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Shikoku)', 'JNR Kiha 40 (JR Shikoku)']"
Kiha 47,,JR Shikoku,JR四国,Iyonada Monogatari (I),,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Shikoku)"", ""JNR Kiha 47 (JR Shikoku)"", ""Iyonada Monogatari (I)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Shikoku)', 'JNR Kiha 47 (JR Shikoku)', 'Iyonada Monogatari (I)']"
Kiha 47,,JR Shikoku,JR四国,Iyonada Monogatari,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Shikoku)"", ""JNR Kiha 47 (JR Shikoku)"", ""Iyonada Monogatari""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Shikoku)', 'JNR Kiha 47 (JR Shikoku)', 'Iyonada Monogatari']"
Kiha 47,,JR Shikoku,JR四国,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR Shikoku)"", ""JNR Kiha 47 (JR Shikoku)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR Shikoku)', 'JNR Kiha 47 (JR Shikoku)']"
Kiha 40,,JR West,JR西日本,Sakubi Sakuraku,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 40 (JR West)"", ""Sakubi Sakuraku""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 40 (JR West)', 'Sakubi Sakuraku']"
Kiha 40,,JR West,JR西日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 40 (JR West)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 40 (JR West)']"
Kiha 41,,JR West,JR西日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 41 (JR West)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 41 (JR West)']"
Kiha 47,,JR West,JR西日本,Ametuchi,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 47 (JR West)"", ""Ametuchi (train)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 47 (JR West)', 'Ametuchi (train)']"
Kiha 47,,JR West,JR西日本,EtSETOra,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 47 (JR West)"", ""EtSETOra""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 47 (JR West)', 'EtSETOra']"
Kiha 47,,JR West,JR西日本,Marumaru-no-Hanashi,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 47 (JR West)"", ""Marumaru-no-Hanashi""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 47 (JR West)', 'Marumaru-no-Hanashi']"
Kiha 47,,JR West,JR西日本,Misuzu-Shiosai,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 47 (JR West)"", ""Misuzu-Shiosai""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 47 (JR West)', 'Misuzu-Shiosai']"
Kiha 47,,JR West,JR西日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 47 (JR West)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 47 (JR West)']"
Kiha 48,,JR West,JR西日本,Hanayome Noren,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 48 (JR West)"", ""Hanayome Noren""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 48 (JR West)', 'Hanayome Noren']"
Kiha 48,,JR West,JR西日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)"", ""Kiha 48 (JR West)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)', 'Kiha 48 (JR West)']"
,,JR West,JR西日本,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40 series (JR West)""]","['JNR Kiha 40 series', 'JNR Kiha 40 series (JR West)']"
Kiha 40,,South Hokkaido Railway,道南いさりび鉄道,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40"", ""Ex-JNR Kiha 40"", ""South Hokkaido Railway Kiha 40""]","['JNR Kiha 40 series', 'JNR Kiha 40', 'Ex-JNR Kiha 40', 'South Hokkaido Railway Kiha 40']"
Kiha 40,,,,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40"", ""Ex-JNR Kiha 40""]","['JNR Kiha 40 series', 'JNR Kiha 40', 'Ex-JNR Kiha 40']"
Kiha 40,100,,,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40"", ""Kiha 40 100""]","['JNR Kiha 40 series', 'JNR Kiha 40', 'Kiha 40 100']"
Kiha 40,2000,Japanese National Railways,国鉄,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40"", ""Kiha 40 2000""]","['JNR Kiha 40 series', 'JNR Kiha 40', 'Kiha 40 2000']"
Kiha 40,,Japanese National Railways,国鉄,,,"[""JNR Kiha 40 series"", ""JNR Kiha 40""]","['JNR Kiha 40 series', 'JNR Kiha 40']"
Kiha 47,0,Japanese National Railways,国鉄,,,"[""JNR Kiha 40 series"", ""JNR Kiha 47"", ""JNR Kiha 47 0""]","['JNR Kiha 40 series', 'JNR Kiha 47', 'JNR Kiha 47 0']"
Kiha 47,,Japanese National Railways,国鉄,,,"[""JNR Kiha 40 series"", ""JNR Kiha 47""]","['JNR Kiha 40 series', 'JNR Kiha 47']"
E217,,JR East,JR東日本,,,"[""JR East E217"", ""JR East E217 at Tokyo Station""]","['JR East E217', 'JR East E217 at Tokyo Station']"
E217,,JR East,JR東日本,,,"[""JR East E217""]",['JR East E217']
E231,,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231 at Tokyo Station""]","['JR East E231', 'JR East E231 at Tokyo Station']"
E231,0,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-0 (Chūō-Sōbu Line)""]","['JR East E231', 'JR East E231-0 (Chūō-Sōbu Line)']"
E231,0,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-0 (Jōban Line)""]","['JR East E231', 'JR East E231-0 (Jōban Line)']"
E231,0,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-0 (Musashino Line)""]","['JR East E231', 'JR East E231-0 (Musashino Line)']"
E231-1000,1000,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-1000"", ""Green Cars of JR East E231-1000""]","['JR East E231', 'JR East E231-1000', 'Green Cars of JR East E231-1000']"
E231-1000,1000,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-1000""]","['JR East E231', 'JR East E231-1000']"
E231-3000,3000,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-3000""]","['JR East E231', 'JR East E231-3000']"
E231-500,500,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-500 (Chūō-Sōbu Line)""]","['JR East E231', 'JR East E231-500 (Chūō-Sōbu Line)']"
E231-500,500,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-500 (Yamanote Line)"", ""JR East E231-500 at Tokyo Station""]","['JR East E231', 'JR East E231-500 (Yamanote Line)', 'JR East E231-500 at Tokyo Station']"
E231-500,500,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-500 (Yamanote Line)""]","['JR East E231', 'JR East E231-500 (Yamanote Line)']"
E231-800,800,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-800""]","['JR East E231', 'JR East E231-800']"
E231-900,900,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-900"", ""JR East E231-900 (Musashino Line)""]","['JR East E231', 'JR East E231-900', 'JR East E231-900 (Musashino Line)']"
E231-900,900,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-900""]","['JR East E231', 'JR East E231-900']"
10-300,300,Toei,東京都交通局,,,"[""JR East E231"", ""Toei 10-300 series""]","['JR East E231', 'Toei 10-300 series']"
